Author,Comment,Photo,Channel_ID,Timestamp
sure thing,Leviticus 20 matters,https://yt3.ggpht.com/-K2ZKJBgFXx8/AAAAAAAAAAI/AAAAAAAAAAA/8hindlMrYFk/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC1JNEx1yEBZwaBvHH2oF5AA,1592920000000000.0
FaithwalkerTodd,"The emancipation declaration only ended slavery in the south, if you knew your history you would know that I continued in the north for quite some time.",https://yt3.ggpht.com/-RP8xCC7zssc/AAAAAAAAAAI/AAAAAAAAAAA/v2a4aWEmFoA/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC2uOEqr9YpoYx78_6Ft866Q,1592920000000000.0
Claire,hi everyone 👋😊👋 good day to you all,https://yt3.ggpht.com/-GMN42jNZUvE/AAAAAAAAAAI/AAAAAAAAAAA/DszhaGkdBxE/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCx_6NHrcypz112YdKSGK3pw,1592920000000000.0
Matt K,exactly Kenneth. They were losers growing up and this is something they feel they can do to get back at people,https://yt3.ggpht.com/-_twGB99wFBA/AAAAAAAAAAI/AAAAAAAAAAA/5NTHpKA8Slg/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC8XDPDEAvgOe8DjoL1_i86A,1592920000000000.0
Malice min,facts are racist yall,https://yt3.ggpht.com/-r2dhFGoXK-M/AAAAAAAAAAI/AAAAAAAAAAA/tEqNRArC8uE/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC0uPhOs4LQ3jtXE4S4O2a3w,1592920000000000.0
DNA Electronics,"Sad, said the man posting on the internet from his mums basement",https://yt3.ggpht.com/-lWnS8aOwsWk/AAAAAAAAAAI/AAAAAAAAAAA/XWMYS0nyMXU/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCd0VetiR_xrosY7Xu_jitpQ,1592920000000000.0
johnnyboy,the world is awake now to the agenda TRUMP2020,https://yt3.ggpht.com/-JEBf8ilKy9s/AAAAAAAAAAI/AAAAAAAAAAA/pTcb92qpkVI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCjhPJmmaOqfZ-ymJybO4dFA,1592920000000000.0
OKG2000,hey they taking back chop??,https://yt3.ggpht.com/-zRi7KPlVEkI/AAAAAAAAAAI/AAAAAAAAAAA/6_IrrgV05pc/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCu6eUHdb2YHWQNvQJhNzAiQ,1592920000000000.0
Zsavage1,DNA Electronics... GET off your little sisters laptop and get back in your crib,https://yt3.ggpht.com/-wg4qR6B5YxI/AAAAAAAAAAI/AAAAAAAAAAA/SzQHLWXVJlw/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCILvFy72agtBgU8F59gqvdQ,1592920000000000.0
OKG2000,oh its DC,https://yt3.ggpht.com/-zRi7KPlVEkI/AAAAAAAAAAI/AAAAAAAAAAA/6_IrrgV05pc/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCu6eUHdb2YHWQNvQJhNzAiQ,1592920000000000.0
- 13.UpNext -,Antofagasta rules!!!,https://yt3.ggpht.com/-3g9s7zraGPE/AAAAAAAAAAI/AAAAAAAAAAA/E2UAAXmGNfo/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwqR9I3f_dMErxr5sQDwdww,1592920000000000.0
Pat Riley,I wish whining was a crime!! Then we would see mass arrests!!,https://yt3.ggpht.com/-gssLWFEh108/AAAAAAAAAAI/AAAAAAAAAAA/ig97wNCpo0Y/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCp1uKBp3FKhPwsK3nPvKRnQ,1592920000000000.0
Brandon Max,Michelle Obama was embarrising,https://yt3.ggpht.com/-o6VneShiHbU/AAAAAAAAAAI/AAAAAAAAAAA/_QiGFuEL9PQ/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCJyxu3-WNz2WzljCT2XzZnQ,1592920000000000.0
DNA Electronics,"incels, incels everywhere",https://yt3.ggpht.com/-lWnS8aOwsWk/AAAAAAAAAAI/AAAAAAAAAAA/XWMYS0nyMXU/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCd0VetiR_xrosY7Xu_jitpQ,1592920000000000.0
menace2society2,is this a dance off,https://yt3.ggpht.com/-kGQIh2WcshE/AAAAAAAAAAI/AAAAAAAAAAA/9iHAKxDF2VQ/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCH9xX5cINDLbkFYRIleKK3A,1592920000000000.0
KD8GIS Bruce,Wheres the bathroom?,https://yt3.ggpht.com/-rLDsD4TShRU/AAAAAAAAAAI/AAAAAAAAAAA/EEp29YPzMxI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCjd-3s9mweFYhWtj88u0NDg,1592920000000000.0
Supersquid 1776,Thug Lives Matter!!!,https://yt3.ggpht.com/-a80Ixz5bkaA/AAAAAAAAAAI/AAAAAAAAAAA/G7lJ8YXjN4g/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC_vfyv_NT39NuB_5l2gxBKQ,1592920000000000.0
Jeniffer Savage,is there a DC protest scheduled for the 4th,https://yt3.ggpht.com/-lctPXL41eVE/AAAAAAAAAAI/AAAAAAAAAAA/nuA9g0xRrzg/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCx2gziJx8RYVsZfBuBH5L-w,1592920000000000.0
philonetic,"declaration of independence was 1776, Vermont abolished slavery in 1777, most northern states by 1804",https://yt3.ggpht.com/-W45EIo8lxU8/AAAAAAAAAAI/AAAAAAAAAAA/g5xce6ikdpU/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC-ZIQ6UinBTocxQXlwnw8FA,1592920000000000.0
U N P L U G G E D,This is what happens when you elect a Cheeto for a president,https://yt3.ggpht.com/-cgBaAx5Lefs/AAAAAAAAAAI/AAAAAAAAAAA/v3OokJ9OgpU/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCnQJjw3HtEH2PgynpRqZ0nQ,1592926345784293.0
martyborman,PUNCH A MOULDY LOCKS,https://yt3.ggpht.com/-PwGsfmLzLH8/AAAAAAAAAAI/AAAAAAAAAAA/9VzkZVerLUQ/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC3rNYXz7p4MhDGHOdQVDZsg,1592926345887284.0
Nick Kadien,MANDITORY MASK = FELONY PRISON TIME FOR EXERCISING2ND AMENDMENT,https://yt3.ggpht.com/-qnA5NG-x6zY/AAAAAAAAAAI/AAAAAAAAAAA/axVrz_1ztmw/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC-us6Eyq6rYWOSYx6bjEIxw,1592926346143850.0
Grandmaster Hash,How you throw someone’s residence out like that,https://yt3.ggpht.com/-3ILslegXpY0/AAAAAAAAAAI/AAAAAAAAAAA/J4sFLkU4cX8/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwtFdBdD8JtTCFK9-4oMUYA,1592926347152598.0
kungfu2toe,LEACH,https://yt3.ggpht.com/-cg6MIkCX64A/AAAAAAAAAAI/AAAAAAAAAAA/0Vrtkel68vA/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCbi8FlVde57w2Z-4ZhuPpdQ,1592926347524363.0
Jonathan Brown,"This life is very very short LIVE FOR ETERNAL LIFE John_14:6 Jesus saith unto him, I am the way, the truth, and the life: no man cometh unto the Father, but by me. SEARCH 4 >RAPTURE JESUS<",https://yt3.ggpht.com/-U1ynoQkvqT8/AAAAAAAAAAI/AAAAAAAAAAA/8uGN1TWMjbY/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCIjNEeU9TenZBk2oOiKnR8g,1592926359710569.0
John Galt,"Summer camp is over, kiddies. Take down your tents and go home to mommy.",https://yt3.ggpht.com/-PH3Foy5ilLo/AAAAAAAAAAI/AAAAAAAAAAA/krEnZlm8OiA/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCgOjcACdzgQOTbcCjTxCoAw,1592926359814014.0
Fernando Dias,Low-life punks with too much time producing nothing for the society.,https://yt3.ggpht.com/-TXp5h5_3wbg/AAAAAAAAAAI/AAAAAAAAAAA/KfW0RiFUCNA/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCEo--i95ytgvXw24hHz3bcQ,1592926360062309.0
kungfu2toe,lol,https://yt3.ggpht.com/-cg6MIkCX64A/AAAAAAAAAAI/AAAAAAAAAAA/0Vrtkel68vA/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCbi8FlVde57w2Z-4ZhuPpdQ,1592926360767413.0
Suzanne A,"Get a clue....if military comes in, Marshall law, bcuz we are in the UN, this gives the UN the right to come in and we then become enslaved to Marxism",https://yt3.ggpht.com/-BscB-9CY_x4/AAAAAAAAAAI/AAAAAAAAAAA/sblIX3sry6o/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCCcZG1VrWyNERzJF5SZIXoQ,1592926361106304.0
Zach K.,LOL DEMAND 10MILLION DOLLARS,https://yt3.ggpht.com/-mf0D-C2psDk/AAAAAAAAAAI/AAAAAAAAAAA/Lndz25YREUk/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCuApy9mUsk2go5Qv3SMjU1g,1592926363145729.0
Mike Shelton,Sleepy Joe took a knee and can't get up 🧎‍♂️💤,https://yt3.ggpht.com/-cWL1B08ise0/AAAAAAAAAAI/AAAAAAAAAAA/NK7bpnI77yY/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCBUevE382NH9UFzmNY_S2gg,1592926363381194.0
Joe Blow,TRUMP TRUMP TRUMP TRUMP 4MORE,https://yt3.ggpht.com/-Yzb2WhZiadA/AAAAAAAAAAI/AAAAAAAAAAA/boWYP4RUYUU/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCGoRPEsvZOLecaV-wRLnwaw,1592926365522602.0
Kent,NO LIVES MATTER! 2020 YEAR OF CTHULHU,https://yt3.ggpht.com/-WESdLXEWBUM/AAAAAAAAAAI/AAAAAAAAAAA/aqWeizKuOI8/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCgteMwcMbJiM6j1Z9tpgxag,1592926365628509.0
Zsavage1,Biden said... I want to be the next senator .. uh I mean dog pony.. no wait.. purple monkey said hi smell the kids.. i mean flowers,https://yt3.ggpht.com/-wg4qR6B5YxI/AAAAAAAAAAI/AAAAAAAAAAA/SzQHLWXVJlw/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCILvFy72agtBgU8F59gqvdQ,1592926366058061.0
JulianW,I love it the left is blaming unemployment on trump at the same time the leftist gov's are pushing hardest to stay closed down.,https://yt3.ggpht.com/-pA1Wf3cjxvs/AAAAAAAAAAI/AAAAAAAAAAA/cBLOV7sRNsI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UClY667SIgbYi0i3qvpo9s4Q,1592926366764048.0
Frederick Bosman,CJ Milo Biden undercover,https://yt3.ggpht.com/-7IZ4yqgO0_Y/AAAAAAAAAAI/AAAAAAAAAAA/275j9d3IFyc/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCOmoQO48XqEaTVCeWz_iyIg,1592926349005530.0
Leroy Green,ALL LIVES MATTER,https://yt3.ggpht.com/-gCTPJlfEwgY/AAAAAAAAAAI/AAAAAAAAAAA/NwAcsPBOxmY/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCFSqohtiqjeCXB4jXTiDYwA,1592926349065214.0
Carla Vigil,LOOK AT ALL THOSE GOOD LOOKING STRONG MEN AND WOMEN PROTECTING US FROM THE UNRULY. THANK YOU POLICE.,https://yt3.ggpht.com/-cKGV4n3FTOs/AAAAAAAAAAI/AAAAAAAAAAA/UQIfFEVUqIw/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCl4gx3BzGuGYIXsXi1Z4v_Q,1592926349553797.0
Bobby H,About time they did something about that eyesore. Who wants to stare at tents.,https://yt3.ggpht.com/-Wxz4QrD60pY/AAAAAAAAAAI/AAAAAAAAAAA/VWveFJ_GigI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC4aab8TI8-r7_3RwzgpBxEA,1592926349806968.0
CJ Milo,JOE BIDEN 2020,https://yt3.ggpht.com/-gJc0PHqrYvU/AAAAAAAAAAI/AAAAAAAAAAA/IHtnrOVT3vI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwfkR3as5UsoJ56XZ5Tp48w,1592926351364043.0
Karma Knows,GO HOME TO MOMMIE,https://yt3.ggpht.com/-oNcva9WnaVo/AAAAAAAAAAI/AAAAAAAAAAA/qPDkmF6HAfg/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCt2yhIED7peXiO53W04LeNA,1592926351615177.0
MarcusHolland,BLM doesnt want equallity,https://yt3.ggpht.com/-Q-UqcUo7-ro/AAAAAAAAAAI/AAAAAAAAAAA/gC0Wr2mD-CQ/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCY5aA4hAWc8INKiAlQ-8_mA,1592926350595700.0
CJ Milo,JOE BIDEN 2020,https://yt3.ggpht.com/-gJc0PHqrYvU/AAAAAAAAAAI/AAAAAAAAAAA/IHtnrOVT3vI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwfkR3as5UsoJ56XZ5Tp48w,1592926352651644.0
CJ Milo,JOE BIDEN 2020,https://yt3.ggpht.com/-gJc0PHqrYvU/AAAAAAAAAAI/AAAAAAAAAAA/IHtnrOVT3vI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwfkR3as5UsoJ56XZ5Tp48w,1592926353483722.0
FaithwalkerTodd,Communism sought out by lazy people,https://yt3.ggpht.com/-RP8xCC7zssc/AAAAAAAAAAI/AAAAAAAAAAA/v2a4aWEmFoA/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC2uOEqr9YpoYx78_6Ft866Q,1592926354791947.0
CHANNEL Q,all these biden trolls wish they could be there. lol,https://yt3.ggpht.com/-jUuLaXCIWlY/AAAAAAAAAAI/AAAAAAAAAAA/ycy6iTRNYxg/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCChOAwvkh959A1Nb0AhL26g,1592926355186071.0
the real bigfoot,long live King Trump,https://yt3.ggpht.com/-rrKC7RPHk6Y/AAAAAAAAAAI/AAAAAAAAAAA/zm1gn0e9lUs/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCJ2Rfx0DDumWEbfxiB2edLg,1592926354907159.0
Misty BB,Has Biden left basement?,https://yt3.ggpht.com/-4ykrXktC89k/AAAAAAAAAAI/AAAAAAAAAAA/oBIy06Vky4E/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCa-U-6lVpYm_4aSt3B8i1XA,1592926355763409.0
patrick mcmilin,cj is only 10,https://yt3.ggpht.com/-bROteSjmE8M/AAAAAAAAAAI/AAAAAAAAAAA/aHRVVuLsMDM/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCnjcxH9qISlr1tFNfsAv6RA,1592926358075686.0
Leroy Green,ALL LIVES MATTER,https://yt3.ggpht.com/-gCTPJlfEwgY/AAAAAAAAAAI/AAAAAAAAAAA/NwAcsPBOxmY/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCFSqohtiqjeCXB4jXTiDYwA,1592926358113059.0
Principle 10,@CJMilo has serious brain damage,https://yt3.ggpht.com/-VmeELaYp45g/AAAAAAAAAAI/AAAAAAAAAAA/X2hLE7ygecY/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCWWBwWShWlma1cFB6P17HRw,1592926358345050.0
28jcollins,we gonna need a lot of oxi clean to get rid of all the orange stains in the white house,https://yt3.ggpht.com/-fPkLQebFvLc/AAAAAAAAAAI/AAAAAAAAAAA/hKWfnQNR5sg/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCAkmd-qqMjL4AE1VbU8l6SQ,1592926469681113.0
Misty BB,Has Joe Biden touched anyone today?,https://yt3.ggpht.com/-4ykrXktC89k/AAAAAAAAAAI/AAAAAAAAAAA/oBIy06Vky4E/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCa-U-6lVpYm_4aSt3B8i1XA,1592926470175132.0
Zsavage1,THEY SHOULD USE A JAMMER THAT WOULD JAM ALL PHONES FOR 3 BLOCK.. THEN WATCH PEOPLE LEAVE ...HAHA,https://yt3.ggpht.com/-wg4qR6B5YxI/AAAAAAAAAAI/AAAAAAAAAAA/SzQHLWXVJlw/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCILvFy72agtBgU8F59gqvdQ,1592926470856834.0
roninelwood,LMFWAO!,https://yt3.ggpht.com/-0NXXm57YXwc/AAAAAAAAAAI/AAAAAAAAAAA/sSgJuYaUFW4/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC34PKs_7tM6Jq0LjzlVX_9w,1592926481653434.0
Jikiri Private,COMMUNISM SUX,https://yt3.ggpht.com/-gMflf465sBM/AAAAAAAAAAI/AAAAAAAAAAA/aJfkYGgBlUk/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC2FPcoYWTeOPRKbAcvCQrzg,1592926482484978.0
CJ Milo,trump caused this,https://yt3.ggpht.com/-gJc0PHqrYvU/AAAAAAAAAAI/AAAAAAAAAAA/IHtnrOVT3vI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwfkR3as5UsoJ56XZ5Tp48w,1592926483254594.0
CJ Milo,trump caused this,https://yt3.ggpht.com/-gJc0PHqrYvU/AAAAAAAAAAI/AAAAAAAAAAA/IHtnrOVT3vI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwfkR3as5UsoJ56XZ5Tp48w,1592926483807534.0
Mike Shelton,Spray them with some weed killer 🤷‍♂️,https://yt3.ggpht.com/-cWL1B08ise0/AAAAAAAAAAI/AAAAAAAAAAA/NK7bpnI77yY/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCBUevE382NH9UFzmNY_S2gg,1592926483721848.0
28jcollins,trump for prison 2020,https://yt3.ggpht.com/-fPkLQebFvLc/AAAAAAAAAAI/AAAAAAAAAAA/hKWfnQNR5sg/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCAkmd-qqMjL4AE1VbU8l6SQ,1592926484535683.0
emetic brain,"""Dawg, I brought out my tall tee from 2004 for this protest!"" G-Unit!",https://yt3.ggpht.com/-B7uwQLBaPt0/AAAAAAAAAAI/AAAAAAAAAAA/2m2K5OzILpo/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwaG2KIAtTn3iVimdwVXNuQ,1592926484916444.0
CJ Milo,trump caused thistrump caused this,https://yt3.ggpht.com/-gJc0PHqrYvU/AAAAAAAAAAI/AAAAAAAAAAA/IHtnrOVT3vI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwfkR3as5UsoJ56XZ5Tp48w,1592926485205039.0
martyborman,BURN BURN BURN,https://yt3.ggpht.com/-PwGsfmLzLH8/AAAAAAAAAAI/AAAAAAAAAAA/9VzkZVerLUQ/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC3rNYXz7p4MhDGHOdQVDZsg,1592926485723034.0
Bobby H,BLM is an evil Marxist movement that does not care about any lives.,https://yt3.ggpht.com/-Wxz4QrD60pY/AAAAAAAAAAI/AAAAAAAAAAA/VWveFJ_GigI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC4aab8TI8-r7_3RwzgpBxEA,1592926485842496.0
KING Xenomorph,MLB MLB,https://yt3.ggpht.com/-0XRW_mqR9mw/AAAAAAAAAAI/AAAAAAAAAAA/GuuuZkAlUb4/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC5sP51IDYBNZQ6w8sP3snJg,1592926486528533.0
CJ Milo,trump caused this,https://yt3.ggpht.com/-gJc0PHqrYvU/AAAAAAAAAAI/AAAAAAAAAAA/IHtnrOVT3vI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwfkR3as5UsoJ56XZ5Tp48w,1592926486542742.0
Reality NotFiction,Anyone see Bubba Wallce stunt?,https://yt3.ggpht.com/-vBLIJE817Ro/AAAAAAAAAAI/AAAAAAAAAAA/hTcoJ4dV1lE/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC8gtl2SbVLqBPbwq4tAzSuA,1592926487064955.0
Leroy Green,LOOTERS=TERRORISTS,https://yt3.ggpht.com/-gCTPJlfEwgY/AAAAAAAAAAI/AAAAAAAAAAA/NwAcsPBOxmY/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCFSqohtiqjeCXB4jXTiDYwA,1592926487735329.0
Anonymous Guest,ILLUMINATI LIVES MATTER,https://yt3.ggpht.com/-SML7bRRelP4/AAAAAAAAAAI/AAAAAAAAAAA/7e37JglRCFk/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC0fYib5k_Fdunf0tp-AWHqA,1592926487764211.0
NEW iis 2C,"Somali, = Stave Traders look it up",https://yt3.ggpht.com/-QjkxBZxdJoc/AAAAAAAAAAI/AAAAAAAAAAA/WocoklFh5Qc/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCGklGm2SwBbcMQYAWOzr4yw,1592926489096632.0
Rick K,NO STATUES COMING DOWN TODAY,https://yt3.ggpht.com/-JcqDvcq9SVA/AAAAAAAAAAI/AAAAAAAAAAA/n3lw2X6WHL0/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCgK6VLku-qo_AgR08vuFB8Q,1592926489137926.0
kungfu2toe,lol,https://yt3.ggpht.com/-cg6MIkCX64A/AAAAAAAAAAI/AAAAAAAAAAA/0Vrtkel68vA/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCbi8FlVde57w2Z-4ZhuPpdQ,1592926490234975.0
brandon walling,IMAGINE HOW MUCH THIS IS COSTING THE TAX PAYERS INCLUDING THEMSELVES. YIKES,https://yt3.ggpht.com/-b_bWjYc0ot4/AAAAAAAAAAI/AAAAAAAAAAA/B_jdwlC8-1A/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC5ge2xVtg70_OshHp_DXEww,1592926490293107.0
Joe Blow,BLACK LIES MADDER,https://yt3.ggpht.com/-Yzb2WhZiadA/AAAAAAAAAAI/AAAAAAAAAAA/boWYP4RUYUU/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCGoRPEsvZOLecaV-wRLnwaw,1592926492011125.0
CHANNEL Q,they sent all blk officers so if someone dies the news won't report it.,https://yt3.ggpht.com/-jUuLaXCIWlY/AAAAAAAAAAI/AAAAAAAAAAA/ycy6iTRNYxg/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCChOAwvkh959A1Nb0AhL26g,1592926492034620.0
KKat Kat,BIDEN will not win,https://yt3.ggpht.com/-OEsh79KPmWw/AAAAAAAAAAI/AAAAAAAAAAA/QpxPabeTpPU/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCTXPBd3wAXP3lkHFNaMq3ng,1592926492169278.0
Rose Renouf,The police only protect the corporations and the elite.,https://yt3.ggpht.com/-kbR0LLLznWM/AAAAAAAAAAI/AAAAAAAAAAA/9moBFQGyhMA/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCIGyUxRYHQYS8ATB6F_Mizw,1592926492444600.0
White Wolf \o,I've just farted and it smells like BLM,https://yt3.ggpht.com/-TmtSbXEC-yE/AAAAAAAAAAI/AAAAAAAAAAA/OnzgRjNbWis/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC8FiFqkqmV-K-sNoVGL5XrQ,1592926494523900.0
sue eason,IQ test in progress ...left is failing ..doesn't even register .,https://yt3.ggpht.com/-BQ01XYHy8CE/AAAAAAAAAAI/AAAAAAAAAAA/bDchh2m3NLM/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCMm2xfTnAZGdEgmfdCKeUgA,1592926495071773.0
jan,BLM =Burn Loot Murder,https://yt3.ggpht.com/-pRwoYmz7GWk/AAAAAAAAAAI/AAAAAAAAAAA/YdBfHzmc2fM/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCea9g87ChOIvCkO1yZ4tv8g,1592926495184692.0
Piper319,TRUMP 2020!!,https://yt3.ggpht.com/-G07twHUBpm4/AAAAAAAAAAI/AAAAAAAAAAA/oY9cTtQ59y0/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCFITeCGczURyaRu7-S7MA7w,1592926495314287.0
Robert Fields,"DC not putting up with crap, like seattle. LOL",https://yt3.ggpht.com/-Tc_ld2r3pbc/AAAAAAAAAAI/AAAAAAAAAAA/mMFBxLtphuM/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC5DN2_fMmJEYXR08P2jK60w,1592926495436629.0
Steve  Desrochers,blue lives matter,https://yt3.ggpht.com/-acCxhFcvcSs/AAAAAAAAAAI/AAAAAAAAAAA/4XDLKGlS_SQ/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC73p6By1yXBuu555Z9BBAfQ,1592926495331593.0
Leroy Green,LOOTERS=TERRORISTS,https://yt3.ggpht.com/-gCTPJlfEwgY/AAAAAAAAAAI/AAAAAAAAAAA/NwAcsPBOxmY/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCFSqohtiqjeCXB4jXTiDYwA,1592926495386060.0
Salvatore John Criscuolo,lol one guy! HE'S MINT!!!,https://yt3.ggpht.com/-kXkGvsbW1kY/AAAAAAAAAAI/AAAAAAAAAAA/6vlhpTpVPZI/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCcXDG4MOzEw7DaMhrgODjUg,1592926495808207.0
Sebarybson,BLM-BLUE LIVES MATTER !,https://yt3.ggpht.com/-RUE3fDNCTow/AAAAAAAAAAI/AAAAAAAAAAA/vnTqFMZX1cQ/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCfuhJNRmaOBfTRZOrkaR8Jg,1592926496467337.0
Steve McQueen,hi,https://yt3.ggpht.com/-wm6zG0F2mG8/AAAAAAAAAAI/AAAAAAAAAAA/ZVZhk2KBq1I/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCS17K4TqFLZLJxuE5xKJQsw,1592926497087975.0
28jcollins,trump for prison 2020,https://yt3.ggpht.com/-fPkLQebFvLc/AAAAAAAAAAI/AAAAAAAAAAA/hKWfnQNR5sg/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCAkmd-qqMjL4AE1VbU8l6SQ,1592926497281827.0
J lyn,"and may go through the gates into the city. 15 Outside are the dogs, those who practice magic arts, the sexually immoral, the murderers, the idolaters and everyone who loves and practices falsehood.",https://yt3.ggpht.com/-MEdbSZNXUwk/AAAAAAAAAAI/AAAAAAAAAAA/5ZYobw328_k/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCi1ivdoAKP4DmP7bO-LnUqQ,1592926497637074.0
Dutch Eve,There go their belongings,https://yt3.ggpht.com/-HWdJjFScRTo/AAAAAAAAAAI/AAAAAAAAAAA/_o3fKUpIkZ4/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCYrJLyppFhrUUQ4X36XY60Q,1592926497608387.0
Grandmaster Hash,That’s my crib yo!,https://yt3.ggpht.com/-3ILslegXpY0/AAAAAAAAAAI/AAAAAAAAAAA/J4sFLkU4cX8/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UCwtFdBdD8JtTCFK9-4oMUYA,1592926498278305.0
Ruben Gutierrez,"I struck a nerve, yo!",https://yt3.ggpht.com/-ud-uR0rSJGY/AAAAAAAAAAI/AAAAAAAAAAA/DVVbx0eqPqA/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC63Lne-amvS_rzUle26WJeA,1592926498994016.0
Cinna Float,what's WUSA9 under? Is it a CBS subset?,https://yt3.ggpht.com/-V826Z1mRq-A/AAAAAAAAAAI/AAAAAAAAAAA/q6s7vy0Bah4/s64-c-k-no-mo-rj-c0xffffff/photo.jpg,UC55yLH16s332iZ9V7vZpKCA,1592926499204594.0
